Product Name,Total number of comments (backer only),Number of Negative Comment,Number of Neutral Comment,Number of Positive Comment,% of Negative Comment,% of Neutral Comment,% of Positive Comment,Overall Score,Number of creator comment
hidden-time-watch,30,2,7,21,0.07,0.23,0.7,0.445010556,0
the-first-interchangeable-backpack-for-everyday-es,28,5,8,15,0.18,0.29,0.54,0.173809226,0
hinice-the-1st-wearable-gem-necklace-and-bluetooth,15,4,0,11,0.27,0,0.73,0.279610899,0
lion-duchy-and-black-lotus-fantasy-football-team,19,4,5,10,0.21,0.26,0.53,0.141635359,0
creeping-flesh-dan-breretons-monster-girls-trading,21,6,3,12,0.29,0.14,0.57,0.222074841,0
patience-1,3,1,0,2,0.33,0,0.67,0.426233333,0
the-historical-heroines-coloring-book-women-in-sci,0,0,0,0,0,0,0,0,0
enduro-toy-cars-built-for-tough-drivers,38,3,8,27,0.08,0.21,0.71,0.358166579,0
00-cyborgs,19,0,3,16,0,0.16,0.84,0.55345614,5
reckless-deck-solving-the-problem-of-what-should-i,20,2,1,17,0.1,0.05,0.85,0.490575583,0
worlds-thinnest-denim-watch-garibaldi,11,2,1,8,0.18,0.09,0.73,0.272589091,0
grant-featherston-book-australian-mid-century-desi,9,0,1,8,0,0.11,0.89,0.666011111,0
story-the-levitating-timepiece,31,7,4,20,0.23,0.13,0.65,0.219827688,0
the-shadow-watchers-1,3,0,0,3,0,0,1,0.548366667,0
portraits-an-artbook-of-inspirational-progressives,7,2,0,5,0.29,0,0.71,0.034121429,0
feel-a-little-little-poems-about-big-feelings,13,0,2,11,0,0.15,0.85,0.606776923,0
pixelvar-smartphone-controlled-handheld-light-pain,29,11,7,11,0.38,0.24,0.38,0.022085928,0
littlearm-big-a-robot-arm-for-makers-and-education,12,0,2,10,0,0.17,0.83,0.516968561,0
color-quest-season-1,13,0,0,13,0,0,1,0.561642308,0
hardlight-vr-suit-dont-just-play-the-game-feel-it,25,9,4,12,0.36,0.16,0.48,0.0776924,0
necronomicards-vol-2-lovecraftian-card-game-expans,22,1,0,21,0.05,0,0.95,0.49110053,0
blacksmith-miniatures-world-of-jean-baptiste-monge,25,2,5,18,0.08,0.2,0.72,0.394988105,0
powers-of-the-earth-sf-with-spaceships-dogs-and-bi,4,1,0,3,0.25,0,0.75,0.252179167,0
the-iron-crows-and-other-dwarves-of-kazhuk-izril,15,3,4,8,0.2,0.27,0.53,0.230652833,0
roch-team-unaq,0,0,0,0,0,0,0,0,0
common-ground-a-frontier-fantasy-story,8,1,0,7,0.12,0,0.88,0.550925,0
spook-o-tron-a-halloween-themed-homebrew-game-for,16,1,2,13,0.06,0.12,0.81,0.396611042,0
battle-princess-madelyn,22,3,3,16,0.14,0.14,0.73,0.363726035,0
mokuru-the-amazing-desk-toy-that-you-can-take-anyw,28,8,5,15,0.29,0.18,0.54,0.183623438,0
the-worlds-first-nanofiber-boxer-brief-manhattan-b,22,7,2,13,0.32,0.09,0.59,0.110580682,12
meanders-2-new-terrain-maps-for-rpg,7,0,0,7,0,0,1,0.556996429,0
tiki,19,3,7,9,0.16,0.37,0.47,0.21854152,0
sweets-candies-and-confections,6,0,0,6,0,0,1,0.806520833,4
wild-zora-meat-and-veggie-paleo-snack-bars-new-fla,3,0,0,3,0,0,1,0.831283333,0
stop-thief-the-classic-1979-board-game-restored,26,6,4,16,0.23,0.15,0.62,0.204695577,0
the-waypoint,11,0,1,10,0,0.09,0.91,0.588430478,0
esper-genesis-heroic-sci-fi-role-playing-for-5e,23,2,4,17,0.09,0.17,0.74,0.285682246,2
not-twins-new-ep-the-view-from-down-here,0,0,0,0,0,0,0,0,0
last-bottle-clothing-closed-loop-sustainable-appar,4,0,2,2,0,0.5,0.5,0.430425,1
on-the-off-chance-debut-album-on-vinyl,2,0,1,1,0,0.5,0.5,0.183775,1
go-backpack-the-best-companion-to-help-you-catch-e,37,6,5,26,0.16,0.14,0.7,0.377808784,0
billionaire-banshees-first-expansion,14,1,3,10,0.07,0.21,0.71,0.509045536,26
lorica-clothing-leggings-inspired-by-armor,29,3,4,22,0.1,0.14,0.76,0.534203448,18
noir-world,24,0,6,18,0,0.25,0.75,0.298935208,7
arcanis-5e-rpg,17,3,1,13,0.18,0.06,0.76,0.282743333,0
the-most-rebellious-swiss-automatic-watch-ever-liv,26,3,5,18,0.12,0.19,0.69,0.394136888,0
earth-spirit-grow-a-childrens-book,0,0,0,0,0,0,0,0,0
handcrafted-dress-shoes-reinvented-for-the-modern,24,4,3,17,0.17,0.12,0.71,0.327975694,0
kingdom-builder-expansion-3-marshlands,33,11,2,20,0.33,0.06,0.61,0.229206508,0
orboot-a-magical-augmented-reality-globe,28,8,4,16,0.29,0.14,0.57,0.280931408,0
python-mini-degree-8-courses-to-learn-and-master-p,19,2,2,15,0.11,0.11,0.79,0.528696053,0
agility-with-allen-the-whole-caboodle-video-class,12,0,1,11,0,0.08,0.92,0.544109722,5
learn-5-best-mobile-development-frameworks,14,4,1,9,0.29,0.07,0.64,0.143110714,0
cognition-2-black-shuck,6,0,0,6,0,0,1,0.692406944,0
hva-som-helst,3,0,3,0,0,1,0,0,0
photographic-memoir-heart-dog-angel-in-disguise,14,0,2,12,0,0.14,0.86,0.57945119,12
venture-party,24,6,2,16,0.25,0.08,0.67,0.279258565,0
ayurvedic-copper-water-bottle,9,0,4,5,0,0.44,0.56,0.324692222,11
ella-a-new-american-coming-of-age-story-in-the-mid,4,0,0,4,0,0,1,0.89125,0
zetime-worlds-first-smartwatch-with-hands-over-tou,33,8,8,17,0.24,0.24,0.52,0.244709885,0
archimedes-a-bipolar-cv-modulator-and-limiter-euro,11,4,4,3,0.36,0.36,0.27,0.072927273,1
goodnewspaper-a-printed-newspaper-full-of-good-new,32,5,3,24,0.16,0.09,0.75,0.469060156,6
foxshot-small-camera-water-resistant-polychrome-10,33,8,10,15,0.24,0.3,0.45,0.086726599,0
iscream-smart-double-flavour-ice-cream-maker,8,1,2,5,0.12,0.25,0.62,0.245075,0
the-arthurian-playing-cards-inspired-by-king-arthu,42,6,10,26,0.14,0.24,0.62,0.320598175,0
the-saga-of-the-iron-dragon-an-alternate-history-t,5,0,1,4,0,0.2,0.8,0.34174,0
xplotter-desktop-plotter-laser-cutter-and-engraver,30,11,3,16,0.37,0.1,0.53,0.141580722,0
create-wide-angle-bubble-bokeh-trioplan-35-fine-ar,27,4,11,12,0.15,0.41,0.44,0.163358642,0
playbulb-solar-revolutionizing-outdoor-lighting,27,4,5,18,0.15,0.19,0.67,0.20749041,0
precision-caliper-modification,3,1,0,2,0.33,0,0.67,0.273872222,6
the-art-of-joseph-freistuhler,1,0,1,0,0,1,0,0,0
new-ted-leo-album,42,8,10,24,0.19,0.24,0.57,0.311271429,0
sherlock-holmes-before-baker-street,3,0,1,2,0,0.33,0.67,0.367866667,1
lab-box-the-first-multi-format-daylight-loading-fi,25,8,1,16,0.32,0.04,0.64,0.246697944,0
cyborgs-rewards,7,1,2,4,0.14,0.29,0.57,0.366728571,4
plen-cube-the-portable-personal-assistant-robot,20,0,4,16,0,0.2,0.8,0.492736083,0
the-ollie-chair-shape-shifting-seating,23,1,4,18,0.04,0.17,0.78,0.454973623,0
percy-the-pigeon,0,0,0,0,0,0,0,0,0
lo-fi-ses-hackable-8-bit-chiptunes-instrument,13,1,1,11,0.08,0.08,0.85,0.508068974,0
the-ergo-posture-transformer-perfect-posture-insta,42,12,4,26,0.29,0.1,0.62,0.149376587,0
perfect-posture-instantly-with-the-worlds-best-bac,2,0,0,2,0,0,1,0.9137875,0
the-ridge-stand-plus,36,7,3,26,0.19,0.08,0.72,0.413768403,0
vivistand-next-generation-sit-stand-desks,9,0,0,9,0,0,1,0.596569841,0
sugar-lagoon-enamel-pins,1,0,0,1,0,0,1,0.5972,0
scarlet-sails-new-album-future-from-the-past,14,1,1,12,0.07,0.07,0.86,0.543890476,0
bring-back-shea-stadium,5,0,1,4,0,0.2,0.8,0.53682,0
fund-headphone-hairs-first-full-length-album,11,1,1,9,0.09,0.09,0.82,0.574442424,0
cognitive-dissonance,1,0,0,1,0,0,1,0.8999,1
spencer-and-rains-the-skeleton-keys,3,0,0,3,0,0,1,0.8257,0
dots-loops-2017,0,0,0,0,0,0,0,0,0
second-album-ep-hapalua-the-best-cover-songs-in-ha,0,0,0,0,0,0,0,0,0
60-years-of-jazz-the-monterey-jazz-festival-a-docu,8,0,3,5,0,0.38,0.62,0.5152625,0
slugs-and-bugs-two-sing-the-bible-cds,14,1,0,13,0.07,0,0.93,0.769527381,7
rawwood-shades-co-affordable-wooden-sunglasses,27,8,3,16,0.3,0.11,0.59,0.175153513,0
brule-babilon-brule,0,0,0,0,0,0,0,0,0
this-is-ella,3,0,0,3,0,0,1,0.829216667,0
pathfinder-dice-arena,21,6,1,14,0.29,0.05,0.67,0.241373889,0
japanese-traditional-kimono-fabric-meets-hihaku-gl,11,0,1,10,0,0.09,0.91,0.616275325,0
womens-march-childrens-book-cat-resists-and-protes,1,0,0,1,0,0,1,0.6688,0
living-across-the-rainforests,2,0,0,2,0,0,1,0.7238,0
sproutfit-adjustable-eco-friendly-childrenswear,5,0,0,5,0,0,1,0.80103,0
innovation-blue-special-edition,22,6,1,15,0.27,0.05,0.68,0.365411364,4
castle-dukes-medieval-fun-in-3d,27,5,7,15,0.19,0.26,0.56,0.177062037,0
floafers-foam-meets-fashion,26,5,7,14,0.19,0.27,0.54,0.223196923,0
bit-bar-the-pocket-friendly-edc-screwdriver,34,8,2,24,0.24,0.06,0.71,0.383269853,0
the-worlds-best-travel-pillow-9-features-packed-in,43,20,5,18,0.47,0.12,0.42,-0.005426667,0
sustainable-capsule-collection-6-pieces-30-outfits,0,0,0,0,0,0,0,0,0
dat-ass-up,9,1,4,4,0.11,0.44,0.44,0.221255556,0
colton-venner-chasing-storms-ep,0,0,0,0,0,0,0,0,0
paladin-card-protectors-premium-sleeves-for-gamers,33,3,1,29,0.09,0.03,0.88,0.437851111,0
xicha-brewing-chee-chah-broo-ing,6,0,1,5,0,0.17,0.83,0.532905556,0
knowhere-opening-april-1st-2017,2,0,0,2,0,0,1,0.787233333,0
the-ally-bally-bee-project,6,0,0,6,0,0,1,0.791116667,0
the-princess-escape,3,0,0,3,0,0,1,0.9444,0
love-you-lots-like-jelly-tots-a-very-silly-childre,1,0,0,1,0,0,1,0.8221,0
teach-your-child-to-read-at-two-and-think-stronger-0,0,0,0,0,0,0,0,0,0
the-gospel-of-mark-word-for-word-bible-comic-book,8,0,1,7,0,0.12,0.88,0.499727083,0
the-locksmith-issue-3,7,0,1,6,0,0.14,0.86,0.472382143,9
transmigrant-interdimensional-taxicab-service-4,12,1,2,9,0.08,0.17,0.75,0.431541319,15
evil-inc-after-dark-nsfw-comics-with-smutty-superh,15,5,3,7,0.33,0.2,0.47,0.047181,19
finding-dee-1-a-life-in-transition,3,0,0,3,0,0,1,0.627666667,0
sphere-of-salvation-manga-tankoubon,5,1,3,1,0.2,0.6,0.2,0.034265,0
everette-hartspes-badgirl-sketchbook-vol-5,4,0,1,3,0,0.25,0.75,0.1302,0
the-being-istota-erotic-graphic-novel,19,1,3,15,0.05,0.16,0.79,0.466361053,0
shades-rule34-megazine-vol-3-nsfw-artbook,25,1,10,14,0.04,0.4,0.56,0.372597082,0
brian-pulidos-newest-lady-death-merciless-onslaugh,39,7,8,24,0.18,0.21,0.62,0.312375641,6
mages-of-mystralia,21,7,4,10,0.33,0.19,0.48,0.131047421,0
sullivans-sluggers-baseball-horror-graphic-novel-e,20,5,2,13,0.25,0.1,0.65,0.113247071,0
the-three-stooges-theater-trading-cards-from-rrpar,3,0,1,2,0,0.33,0.67,0.520533333,0
pugwash-new-album,23,2,3,18,0.09,0.13,0.78,0.486504348,0
two-sheep-and-a-llama,10,1,0,9,0.1,0,0.9,0.512613333,0
say-hello-to-urb,27,4,3,20,0.15,0.11,0.74,0.273123364,0
cheap-golf,28,2,6,20,0.07,0.21,0.71,0.428584099,12
april-folly-1920,4,1,0,3,0.25,0,0.75,0.22295,0
small-drawings-of-the-everyday-for-100-days,1,0,0,1,0,0,1,0.6696,0
debut-the-installation-nothing-and-everything-in-t,2,0,0,2,0,0,1,0.7486,0
pon-and-zi-enamel-pins,7,2,0,5,0.29,0,0.71,0.425609524,1
larry-hama-action-figure,28,4,9,15,0.14,0.32,0.54,0.155360565,0
ancient-script-flashcards-save-an-endangered-writi,3,0,1,2,0,0.33,0.67,0.419966667,0
original-limited-edition-geometric-iceberg-paintin,5,1,0,4,0.2,0,0.8,0.62968,8
the-little-princess,16,0,1,15,0,0.06,0.94,0.749075,0
obscure-movie-monster-playing-cards,10,0,0,10,0,0,1,0.559914802,8
a-girl-a-question-a-merica,2,0,0,2,0,0,1,0.95165,0
all-in-good-pun-cute-ocean-themed-enamel-pins,9,2,2,5,0.22,0.22,0.56,0.235683333,0
frazetta-miniatures,20,3,3,14,0.15,0.15,0.7,0.20230125,0
brian-giniewski-ceramics-made-in-philadelphia,28,1,2,25,0.04,0.07,0.89,0.62024881,15
fantastico-encarnado-un-viaje-animado,0,0,0,0,0,0,0,0,0
mythical-beasts-enamel-pins,5,1,1,3,0.2,0.2,0.6,0.3102,0
shusenjo-the-main-battleground-a-documentary-film,8,0,2,6,0,0.25,0.75,0.54516875,0
the-other,1,0,0,1,0,0,1,0.9408,0
forget-me-not-an-emotive-fantastical-short-film-ab,3,0,0,3,0,0,1,0.774041667,4
tw-walsh-terrible-freedom,3,0,3,0,0,1,0,0,0
turn-the-other-teak,12,1,0,11,0.08,0,0.92,0.521542361,0
spirit-drawing-tales-of-the-phantasmagoric-skull,3,1,1,1,0.33,0.33,0.33,0.142633333,0
the-amitycode,2,1,0,1,0.5,0,0.5,-0.0307,0
heroines,0,0,0,0,0,0,0,0,0
seven-a-documentary-play-north-carolina-premiere,0,0,0,0,0,0,0,0,0
5-strangers,0,0,0,0,0,0,0,0,0
run-away-join-the-circus-a-holocaust-memoir,5,0,0,5,0,0,1,0.56931,0
wire-organizer,5,1,1,3,0.2,0.2,0.6,0.213026667,0
the-iraqi-conference-of-the-birds,1,0,0,1,0,0,1,0.4588,0
lindlund-the-ultimate-ruler-for-creative-people,27,4,7,16,0.15,0.26,0.59,0.335357407,17
smoky-blue-a-tale-of-timeless-love,2,0,0,2,0,0,1,0.8926,0
threads-0,0,0,0,0,0,0,0,0,0
three-walls,1,0,1,0,0,1,0,0,0
mordhau,36,2,20,14,0.06,0.56,0.39,0.163819444,0
tally-ho-master-class-playing-cards-printed-by-usp,32,5,7,20,0.16,0.22,0.62,0.311085045,0
tangledeep-a-dungeon-crawling-tribute-to-the-16-bi,36,4,5,27,0.11,0.14,0.75,0.43464623,0
impulse-english-2nd-edition-2-expansions,23,5,4,14,0.22,0.17,0.61,0.255373478,0
smiths-of-winterforge,25,6,7,12,0.24,0.28,0.48,0.1191292,0
silver-ion-cover,3,0,1,2,0,0.33,0.67,0.309166667,1
resurrecting-the-dirty-dozen-from-war-news-picture,4,0,0,4,0,0,1,0.642858333,4
cold-warning-a-call-of-cthulhu-7th-edition-adventu,24,7,5,12,0.29,0.21,0.5,0.136654613,0
satanic-panic,28,8,6,14,0.29,0.21,0.5,0.114676488,8
exceed-season-2-a-dueling-card-game,25,5,6,14,0.2,0.24,0.56,0.164469724,0
princes-gambit-casual-vampire-card-game,39,9,14,16,0.23,0.36,0.41,0.133213248,3
desolate-places-a-book-about-the-wilderness-and-th,0,0,0,0,0,0,0,0,0
durable-minimalist-watches-with-the-perfect-fit-an,6,0,1,5,0,0.17,0.83,0.50615,0
just-a-little-kick-start,11,4,1,6,0.36,0.09,0.55,0.051079662,0
trail-head-20-the-ultimate-packable-technical-pant,38,9,4,25,0.24,0.11,0.66,0.337799561,0
cubos-hardwood-sorting-toy-made-in-canada,1,0,0,1,0,0,1,0.631933333,2
grannies-and-kitties,17,2,4,11,0.12,0.24,0.65,0.289188431,0
the-jul-heated-smart-mug-for-coffee-and-tea,38,8,4,26,0.21,0.11,0.68,0.318236404,0
pebby-the-worlds-most-advanced-robotic-pet-sitter,31,4,5,22,0.13,0.16,0.71,0.286505914,0
color-by-amanda-norman,1,0,1,0,0,1,0,0,0
the-big-book-of-maps-for-tabletop-roleplaying-game,20,2,0,18,0.1,0,0.9,0.606221576,0
ravensberg,10,0,0,10,0,0,1,0.651616667,3
call-of-cthulhu-metal-dice-set-by-q-workshop-and-c,20,4,6,10,0.2,0.3,0.5,0.179899782,0
the-edge-infinite-darkness,0,0,0,0,0,0,0,0,0
you-are-here-your-personal-map-jewelry,29,3,2,24,0.1,0.07,0.83,0.459695747,0
relic-worlds-pick-your-path,1,0,0,1,0,0,1,0.8475,0
read-em-and-steep-monthly-book-subscription-box,8,0,0,8,0,0,1,0.804991667,5
valverde-a-novel-about-the-civil-war-in-new-mexico,2,1,0,1,0.5,0,0.5,0.38395,0
dragon-tale-publishing,0,0,0,0,0,0,0,0,0
flowering-lines-rare-art-nouveau-posters-graphics,7,0,0,7,0,0,1,0.520714286,2
mythic-beings-adult-coloring-book,17,1,2,14,0.06,0.12,0.82,0.320336099,6
penfrend,7,0,0,7,0,0,1,0.686406548,0
red-scare-redux-a-competitive-card-game,20,3,4,13,0.15,0.2,0.65,0.376724722,0
stark-the-first-affordable-hybrid-smartwatch-40,33,15,6,12,0.45,0.18,0.36,-0.121923232,7
chocolita-raw-exotic-herb-crafted-chocolate,22,1,2,19,0.05,0.09,0.86,0.483304545,15
she-persisted-enamel-pin-color-palette-expansion,33,3,1,29,0.09,0.03,0.88,0.629877525,0
the-secret-wish-of-dragon-h,2,0,0,2,0,0,1,0.96075,2
makeblock-neuron-an-electronic-building-blocks-pla,15,6,1,8,0.4,0.07,0.53,0.028314944,0
feminist-at-15,2,0,0,2,0,0,1,0.80895,0
hardwood-storage-solutions-deck-boxes-dandd-board,12,1,1,10,0.08,0.08,0.83,0.398179167,0
ink-the-states,19,1,1,17,0.05,0.05,0.89,0.689894737,18
solid-silver-and-copper-dice-the-ultimate-rpg-meta,16,0,3,13,0,0.19,0.81,0.343432184,0
gem-city-catfe-daytons-cat-cafe-and-community-spac,20,2,2,16,0.1,0.1,0.8,0.577714286,7
the-pursuit-of-happiness-community,35,3,12,20,0.09,0.34,0.57,0.293872381,0
charm-kitty-cafe-baltimores-cat-cafe,20,0,1,19,0,0.05,0.95,0.70412625,0
a-familys-fury-production-campaign-action-superher,4,0,2,2,0,0.5,0.5,0.3638,0
dust-fog-and-glowing-embers-an-rpg,8,1,2,5,0.12,0.25,0.62,0.34594375,4
optiko-analogue-photography-journal,8,1,5,2,0.12,0.62,0.25,0.0868375,0
the-little-shop-of-horrors-trading-cards,1,0,0,1,0,0,1,0.6369,0
props-the-original-content-marketplace,4,0,1,3,0,0.25,0.75,0.4779375,0
hawksbill-brewing-company-countdown-to-opening,0,0,0,0,0,0,0,0,0
prest-coffee-juice-and-smoothie-bar-a-mobile-cart,2,0,0,2,0,0,1,0.70155,0
looking-for-america-a-personal-history-of-the-unit,0,0,0,0,0,0,0,0,0
the-great-crusade-world-war-i-guidebook,1,0,0,1,0,0,1,0.8689,0
does-god-care-who-wins,0,0,0,0,0,0,0,0,0
dcc-lankhmar,33,9,9,15,0.27,0.27,0.45,0.119714268,0
the-umerican-survival-guide,21,2,5,14,0.1,0.24,0.67,0.271194739,8
monsterborg-the-raspberry-pi-monster-robot,27,4,4,19,0.15,0.15,0.7,0.295968621,0
raspio-inspiring-connect-rgb-led-shapes-sculpt-you,26,1,0,25,0.04,0,0.96,0.570797756,0
la-giara-the-water-jug-a-memoir,4,0,1,3,0,0.25,0.75,0.410825,0
magbine-ios-android-charging-cable-with-reversible,27,7,3,17,0.26,0.11,0.63,0.221071502,0
res-non-stop-hi-res-music-while-wireless-charging,34,8,5,21,0.24,0.15,0.62,0.29891201,0
desire-worlds-first-slim-ai-qc-30-portable-power-b,5,2,0,3,0.4,0,0.6,0.344966667,0
tavern-masters-extended-print-run,30,8,5,17,0.27,0.17,0.57,0.232015556,0
premium-bicycle-playing-cards-deck,26,2,2,22,0.08,0.08,0.85,0.531134649,0
deep-learning-a-ztm-online-course,36,3,10,23,0.08,0.28,0.64,0.350794444,5
captain-nemo-portrait-by-dave-dorman,15,0,1,14,0,0.07,0.93,0.675117778,0
p-craig-russells-jungle-book-and-other-stories,11,2,1,8,0.18,0.09,0.73,0.44605,0
essays-on-product-management,3,0,0,3,0,0,1,0.766133333,0
kickass-content-powerful-steps-to-actually-write-y,2,0,1,1,0,0.5,0.5,0.205625,1
sweet-sloth-pins,12,0,3,9,0,0.25,0.75,0.459608333,0
life-at-the-end-of-us-versus-them-cross-culture-st,1,0,0,1,0,0,1,0.636,0
danger-noodles-corn-snake-hard-enamel-lapel-pins,4,0,0,4,0,0,1,0.54305,0
black-crow-enamel-pin,7,0,0,7,0,0,1,0.572541667,0
save-the-whales-enamel-pins-1-hit-wonder,0,0,0,0,0,0,0,0,0
all-the-stations,37,4,5,28,0.11,0.14,0.76,0.576146246,0
our-sisters,0,0,0,0,0,0,0,0,0
makerbuino-a-diy-game-console,28,6,1,21,0.21,0.04,0.75,0.296361951,0
stories-in-science,0,0,0,0,0,0,0,0,0
art-that-makes-your-brain-happy,1,0,0,1,0,0,1,0.5093,0
make-100-bachman-blue-harvest-star-wars-sketchbook,2,0,0,2,0,0,1,0.60695,1
world-engine-an-online-map-making-tool-for-tableto,16,1,1,14,0.06,0.06,0.88,0.425564035,0
hippo-noto-a-hippo-size-tomoe-paper-notebook,27,3,6,18,0.11,0.22,0.67,0.34736155,0
king-kong-of-skull-island,18,0,6,12,0,0.33,0.67,0.41202963,0
drops-of-spring,2,0,0,2,0,0,1,0.37365,1
classics-kind-of-number-1-bram-stokers-dracula,8,1,1,6,0.12,0.12,0.75,0.41799375,0
a-girl-in-school-uniform-walks-into-a-bar,0,0,0,0,0,0,0,0,0
finally-an-album,5,1,1,3,0.2,0.2,0.6,0.38822,1
melodicpony-in-memoriam-live-performance-transcrip,7,1,0,6,0.14,0,0.86,0.660378571,0
niryo-one-an-open-source-6-axis-robotic-arm-just-f,20,0,3,17,0,0.15,0.85,0.557347694,0
seeker-the-expandable-face-guessing-card-game,22,2,5,15,0.09,0.23,0.68,0.348227121,12
dacberry-amp-analog-soundcard-and-amplifier-for-ra,13,2,2,9,0.15,0.15,0.69,0.149138718,0
best-of-commodore-amiga-demoscene-funding-2017,5,0,1,4,0,0.2,0.8,0.65233,0
et-mini-make-entertainment-great-again,21,2,4,15,0.1,0.19,0.71,0.193210899,0
kodiak-leather-buffalo-leather-satchel-briefcase-w,23,2,2,19,0.09,0.09,0.83,0.410287536,0
the-stealth-pant-wear-sweatpants-to-work,32,9,3,20,0.28,0.09,0.62,0.258002567,0
high-performance-outerwear-at-a-revolutionary-pric,36,8,5,23,0.22,0.14,0.64,0.3382625,0
woodies-the-ultimate-performance-dress-shirt,26,2,8,16,0.08,0.31,0.62,0.357955833,0
robot-repair-t-shirt-the-hong-kong-branch,0,0,0,0,0,0,0,0,0
the-most-active-and-versatile-drawstring-backpack,32,4,9,19,0.12,0.28,0.59,0.235248611,0
design-canada,26,2,4,20,0.08,0.15,0.77,0.442909615,14
one-foot-in-the-grave-the-2nd-ep-from-andie,5,1,0,4,0.2,0,0.8,0.56789,0
pulling-teeth-new-voices-2017,0,0,0,0,0,0,0,0,0
the-bfan-for-a-cooler-more-restful-nights-sleep,35,13,3,19,0.37,0.09,0.54,0.162192381,9
ingos-war-at-brighton-fringe,0,0,0,0,0,0,0,0,0
pedion-urban-handpainted-terrain-tiles-for-wargame,12,4,2,6,0.33,0.17,0.5,0.187315694,0
arvin-goods-waterless-sustainable-zero-waste-acces,6,0,0,6,0,0,1,0.908183333,0
princess-leia-stickers,6,0,1,5,0,0.17,0.83,0.549095,0
adorable-classic-harley-quinn-chibi-by-melbaka,5,2,1,2,0.4,0.2,0.4,-0.06708,0
the-inklings-art-print-set,8,2,1,5,0.25,0.12,0.62,0.24661875,0
unicorn-enamel-pins,6,1,0,5,0.17,0,0.83,0.554179167,0
tens-filter-sunglasses-that-make-life-look-better,40,9,9,22,0.23,0.23,0.55,0.241559375,0
never-built-new-york,7,0,2,5,0,0.29,0.71,0.558442857,0
samhain,37,7,11,19,0.19,0.3,0.51,0.107824099,0
hail-to-the-victors-2017,22,5,7,10,0.23,0.32,0.45,0.147314242,0
strange-mermaid-coloring-book,9,1,3,5,0.11,0.33,0.56,0.288827778,0
go-tell-your-fathers,2,0,0,2,0,0,1,0.74355,0
limo-surprise-a-short-film-on-spreading-love-at-bu,0,0,0,0,0,0,0,0,0
hand-habits-a-night-of-dance-theater,0,0,0,0,0,0,0,0,0
support-soles-of-duende,0,0,0,0,0,0,0,0,0
for-the-kingdom-an-original-fairytale-picture-book,1,0,0,1,0,0,1,0.6688,0
animals-under-the-bed,8,0,0,8,0,0,1,0.736389583,10
lady-bits-by-liana-kerzner,37,5,4,28,0.14,0.11,0.76,0.465916667,0
tesla-a-multidisciplinary-opera,1,0,0,1,0,0,1,0.6103,0
doc-undoc,4,1,1,2,0.25,0.25,0.5,0.3491,0
festival-mvt-iii-of-voyage-concerto-for-euphonium,0,0,0,0,0,0,0,0,0
gottschalk-and-cuba-a-project-by-antonio-iturrioz,2,0,0,2,0,0,1,0.9393,0
jacquelines-first-solo-album,1,0,0,1,0,0,1,0.5994,1
isolated-mutations-of-the-assembly-line-baby-by-jo,19,3,1,15,0.16,0.05,0.79,0.490945614,14
intricate-web-liz-johnson-new-double-album-music-a,0,0,0,0,0,0,0,0,0
trade-winds-in-chicago,0,0,0,0,0,0,0,0,0
any-suggestions-doctor-2017-edinburgh-fringe,3,0,2,1,0,0.67,0.33,0.1468,0
the-trouble-with-dead-boyfriends-goes-to-premier-p,0,0,0,0,0,0,0,0,0
442-the-issei-soldier,1,0,0,1,0,0,1,0.9062,0
like-blood-from-a-cheap-cigar-edinburgh-fringe-fes,2,0,0,2,0,0,1,0.78915,0
the-bearpit,0,0,0,0,0,0,0,0,0
love-is-a-dirty-word,1,0,0,1,0,0,1,0.8854,0
i-want-to-hear-the-sea,0,0,0,0,0,0,0,0,0
the-iowa-theater-marquee-rehabilitation-winterset,7,0,2,5,0,0.29,0.71,0.449835714,3
the-norwegian-doktor-faustus-a-theatrical-adventur,2,0,0,2,0,0,1,0.8764,0
dual-bowls-mixed-metal-castings,35,0,5,30,0,0.14,0.86,0.629533537,0
kynseed-a-whimsical-sandbox-rpg-adventure,20,1,1,18,0.05,0.05,0.9,0.444453611,0
the-art-of-jaw-cooper-three-book-set-with-prints,21,6,1,14,0.29,0.05,0.67,0.376019151,0
midsummer-of-love,1,0,0,1,0,0,1,0.8937,0
frida-kahlo-action-figure,26,7,4,15,0.27,0.15,0.58,0.261155192,0
la-misa-negras-2nd-album,10,1,1,8,0.1,0.1,0.8,0.620483333,0
wreckfish-maybe,21,2,5,14,0.1,0.24,0.67,0.447999206,0
america-the-strange,5,0,0,5,0,0,1,0.83494,0
the-checkpoint-series,17,1,1,15,0.06,0.06,0.88,0.574479832,0
food-and-culture-along-the-trans-siberian-railway,1,0,0,1,0,0,1,0.944,0
journeys-an-interdisciplinary-dance-project,0,0,0,0,0,0,0,0,0
reissue-of-the-ibm-graphic-standards-manual-by-pau,36,4,12,20,0.11,0.33,0.56,0.262006019,0
crawl-a-fantastic-journey,0,0,0,0,0,0,0,0,0
unicorns-picnic-a-magical-picture-book-for-childre,0,0,0,0,0,0,0,0,0
the-prophecy-sketchbook,2,0,0,2,0,0,1,0.66805,0
edgar-rice-burroughs-100-year-art-chronology,21,1,4,16,0.05,0.19,0.76,0.358619773,5
swado-swaddle-the-easy-swaddle-that-swaddles-easy,11,0,0,11,0,0,1,0.839418182,0
