Product Name,Total number of comments (backer only),Number of Negative Comment,Number of Neutral Comment,Number of Positive Comment,% of Negative Comment,% of Neutral Comment,% of Positive Comment,Overall Score,Number of creator comment
high-school-coven,0,0,0,0,0,0,0,0,0
stone-dragon-mountain,49,7,7,35,0.14,0.14,0.71,0.410253061,1
founders-of-gloomhaven,49,12,11,26,0.24,0.22,0.53,0.187489796,1
munchkin-special-delivery,50,4,8,38,0.08,0.16,0.76,0.449706,0
trans-dudes-with-lady-cancer,1,0,0,1,0,0,1,0.732,0
lil-piggies-the-fairy-tale-card-game-thats-a-perfe,4,0,0,4,0,0,1,0.77695,18
ghostwriter-london-noir-1800-edition-invent-your-s,1,0,0,1,0,0,1,0.6696,0
the-book-of-maxwell,1,0,0,1,0,0,1,0.872,0
infocus,1,0,0,1,0,0,1,0.9001,0
strikethru-the-to-do-list-notebook,10,2,2,6,0.2,0.2,0.6,0.30241,0
gumby-imagined-the-story-of-art-clokey-and-his-cre,18,0,1,17,0,0.06,0.94,0.704872222,0
milionart-kaleidoscope-das-xxl-kunstmagazin,0,0,0,0,0,0,0,0,0
ready-to-go-a-short-film-by-lynda-reiss,1,0,0,1,0,0,1,0.9485,0
mick,0,0,0,0,0,0,0,0,0
arbiter-0,11,1,4,6,0.09,0.36,0.55,0.365027273,2
15-minutes-psa-about-male-sexual-assault,1,0,0,1,0,0,1,0.9097,0
cthulhu-rise-of-the-cults,50,10,14,26,0.2,0.28,0.52,0.22972,0
bicycle-starlight-solar-playing-cards,20,4,3,13,0.2,0.15,0.65,0.303655,0
somewhere-else-album,3,0,0,3,0,0,1,0.7733,2
chineasy-tiles-play-to-learn-chinese,50,1,4,45,0.02,0.08,0.9,0.648462,0
castle-happy-grow-our-show,0,0,0,0,0,0,0,0,0
hotter,0,0,0,0,0,0,0,0,0
riders-of-the-apocalypse-playing-cards,50,2,14,34,0.04,0.28,0.68,0.513144,0
pictures-with-stories-a-memoir-by-tony-mendoza,0,0,0,0,0,0,0,0,0
artemis-and-luna-sailor-moon-necklace,3,0,0,3,0,0,1,0.7935,0
chicago-south-asian-film-festival-2017,0,0,0,0,0,0,0,0,0
criminal-short-film-festival-fund,0,0,0,0,0,0,0,0,0
alex-the-airplane-aviation-children-stories,0,0,0,0,0,0,0,0,0
burrows-and-badgers-fur-and-feathers-anthro-miniat,50,5,6,39,0.1,0.12,0.78,0.539684,0
a-murder-in-rodlera-a-tal-nor-comic-by-t-perran-mi,1,0,0,1,0,0,1,0.8743,0
katze-vol2,0,0,0,0,0,0,0,0,0
jonathin-quackup-2-alternative-comic-cover-from-ra,0,0,0,0,0,0,0,0,0
sex-ed-with-db-podcast-equipment,0,0,0,0,0,0,0,0,0
mirrocool-the-smart-mirror-that-knows-you,50,8,9,33,0.16,0.18,0.66,0.372882,0
suncontrol-diy-solar-power-for-the-raspberry-pi-ar,23,3,2,18,0.13,0.09,0.78,0.40173913,0
decades-chicago-architecture-posters,6,0,0,6,0,0,1,0.729783333,4
the-boys-a-short-film-collection,0,0,0,0,0,0,0,0,0
modern-map-prints,32,1,4,27,0.03,0.12,0.84,0.493975,18
the-noodle-poster-try-these-noodle-from-around-the,0,0,0,0,0,0,0,0,0
paperthink-2-make-better-decisions,40,3,7,30,0.07,0.17,0.75,0.449085,0
jamie-saves-the-world,1,0,0,1,0,0,1,0.7701,0
lightning-strikes-hilo,1,0,0,1,0,0,1,0.6973,0
neil-johnson-band-5-song-ep,0,0,0,0,0,0,0,0,0
europe-who-are-you,0,0,0,0,0,0,0,0,0
4tfy-an-affordable-vpn-for-all,25,7,3,15,0.28,0.12,0.6,0.254936,25
westerly-sound-our-debut-album,2,0,0,2,0,0,1,0.61675,0
watches-of-instagram-issue-01,8,0,1,7,0,0.12,0.88,0.7146875,0
hobbits-dobbies-and-fairies,5,0,2,3,0,0.4,0.6,0.4237,0
this-is-hell,1,0,0,1,0,0,1,0.807,0
orion360-worlds-first-gesture-controlled-music-sys,50,3,10,37,0.06,0.2,0.74,0.468162,0
alex-automatic-bokehs-machine,1,0,0,1,0,0,1,0.9524,0
ausker-redefining-high-quality-cookware,50,4,1,45,0.08,0.02,0.9,0.740314,0
tearribles-the-dog-toy-weve-all-been-waiting-for,50,10,9,31,0.2,0.18,0.62,0.357866,0
wonderland-lost-hardcover-digital-dream-by-everett,1,0,0,1,0,0,1,0.7811,0
the-working-mans-ballet-autobiography-of-alan-huds,3,0,1,2,0,0.33,0.67,0.447766667,0
radiance-a-fannibal-anthology,31,2,2,27,0.06,0.06,0.87,0.627583871,0
libre-computer-board-next-gen-4k-sbc-dev-board-for,50,10,15,25,0.2,0.3,0.5,0.100556,0
moon-rabbit-enamel-pin,4,0,2,2,0,0.5,0.5,0.34125,0
too-long-at-the-fair,3,0,0,3,0,0,1,0.531,0
johannes-voss-2017-token-collection,43,7,7,29,0.16,0.16,0.67,0.420172093,7
little-paper-planes-workshop-and-after-school-arts,1,0,0,1,0,0,1,0.9738,0
made-up-with-danny-volk-the-akron-sessions,1,0,0,1,0,0,1,0.5994,0
transmodernity-a-film-about-changemakers,0,0,0,0,0,0,0,0,0
lucidity-six-sided-nightmares,50,8,7,35,0.16,0.14,0.7,0.37815,0
good-bird-20-a-new-restaurant-in-nola,2,0,0,2,0,0,1,0.9136,0
cartoonify-yourself-and-join-our-virtual-city-cart,1,0,0,1,0,0,1,0.8353,0
custom-handcrafted-pens-wood-acrylic-stone-and-eng,11,0,0,11,0,0,1,0.835009091,0
ms-thorns-home-for-wicked-children-0,6,0,3,3,0,0.5,0.5,0.357283333,0
21-days-a-cooperative-survival-boardgame-for-1-4-p,50,14,10,26,0.28,0.2,0.52,0.200314,0
the-19th-annual-animation-show-of-shows-take-2,6,0,0,6,0,0,1,0.73535,0
zigate-universal-zigbee-gateway-for-smarthome,30,6,7,17,0.2,0.23,0.57,0.257403333,0
pium-your-personal-aromatherapist,43,5,10,28,0.12,0.23,0.65,0.435253488,0
aint-no-good-man-a-soul-album,27,2,7,18,0.07,0.26,0.67,0.519855556,0
zing-worlds-smartest-night-light,50,6,11,33,0.12,0.22,0.66,0.367986,0
chris-and-bethanys-new-worship-project,6,0,0,6,0,0,1,0.805,0
la-ena-film,0,0,0,0,0,0,0,0,0
carnevale-the-miniature-game,50,10,11,29,0.2,0.22,0.58,0.284652,0
parral-dev-board,15,0,2,13,0,0.13,0.87,0.658773333,7
the-wild-cosmos-a-new-kind-of-sci-fi-adventure-com,25,0,5,20,0,0.2,0.8,0.610188,0
the-young-fables-are-recording-a-classic-country-r,28,2,5,21,0.07,0.18,0.75,0.580928571,0
gripengo,48,20,5,23,0.42,0.1,0.48,0.0349,2
questions-i-always-get-asked-as-a-muslim,4,0,0,4,0,0,1,0.5646,2
like,1,0,0,1,0,0,1,0.8932,0
white-wolves-short-film,0,0,0,0,0,0,0,0,0
caricom-magazine-issue-1,2,0,1,1,0,0.5,0.5,0.47255,0
coin-and-crown,50,3,19,28,0.06,0.38,0.56,0.28468,0
rick-and-morty-skeleton-pins,4,0,0,4,0,0,1,0.851,0
ti-hook-the-titanium-edc-belt-you-never-knew-you-n,36,11,3,22,0.31,0.08,0.61,0.223266667,14
worlds-1st-affordable-authentic-moon-rock-pendant,12,0,4,8,0,0.33,0.67,0.390291667,0
sailor-moon-and-tuxedo-mask-pin-badges,7,1,3,3,0.14,0.43,0.43,0.219585714,0
surreal-dice-tower,50,4,10,36,0.08,0.2,0.72,0.399314,0
gothic-tales-of-haunted-love-a-comics-anthology,11,1,3,7,0.09,0.27,0.64,0.313127273,5
neo-playing-cards,50,1,11,38,0.02,0.22,0.76,0.462152,0
pensil-apparel,0,0,0,0,0,0,0,0,0
prometheus-1,39,2,4,33,0.05,0.1,0.85,0.587641026,0
the-grandiloquent-word-of-the-day-2018-wall-calend,8,1,0,7,0.12,0,0.88,0.6573125,0
muertos-playing-cards,17,2,3,12,0.12,0.18,0.71,0.323864706,9
alice-the-bee-and-the-story-of-drumpf-a-childrens,1,0,0,1,0,0,1,0.9492,0
connie-and-the-tooth-troll,36,1,1,34,0.03,0.03,0.94,0.764944444,0
im-not-just-a-scribble-childrens-book-that-inspire,4,0,0,4,0,0,1,0.89555,0
quackers-a-ducks-tale,3,0,0,3,0,0,1,0.6194,0
bramble-hill-farm-year-round-salad-production,1,0,0,1,0,0,1,0.8846,0
day-of-the-dead-wednesday-calavera-vinyl-stickers,12,1,3,8,0.08,0.25,0.67,0.475508333,1
persephone-an-honest-mental-health-performance-mnf,0,0,0,0,0,0,0,0,0
a-kid-from-the-south-the-art-gallery,0,0,0,0,0,0,0,0,0
d20-enamel-pins,14,1,2,11,0.07,0.14,0.79,0.55065,0
marciante-and-company-leather-footwear-and-accesso,23,1,4,18,0.04,0.17,0.78,0.5089,0
wheres-mommys-mommy-a-childrens-book,1,0,1,0,0,1,0,0,0
shapeshifter-the-worlds-first-shape-able-stiff-bri,50,7,9,34,0.14,0.18,0.68,0.41152,0
unrobe-fashion-made-in-organic-fabrics-at-fair-pri,3,0,1,2,0,0.33,0.67,0.374233333,0
boxes,0,0,0,0,0,0,0,0,0
upper-structures-debut-studio-album,0,0,0,0,0,0,0,0,0
finistere-restaurant-is-opening-in-port-townsend,6,1,0,5,0.17,0,0.83,0.469033333,1
unmasked-volume-2-promethean,7,0,2,5,0,0.29,0.71,0.509414286,2
the-lighthouse-2,50,1,15,34,0.02,0.3,0.68,0.401964,0
cap-on-sound-on,50,5,18,27,0.1,0.36,0.54,0.27837,0
kikis-delivery-service-halloween-ghibli-enamel-pin,1,0,1,0,0,1,0,0,0
the-penned-guin-to-coldly-go,3,0,1,2,0,0.33,0.67,0.5574,0
defense-of-the-citadel-0,50,1,23,26,0.02,0.46,0.52,0.326948,0
moon-phase-floofs-collectible-hard-enamel-pins,31,2,4,25,0.06,0.13,0.81,0.526551613,0
taco-revolution-make-tacos-not-war,0,0,0,0,0,0,0,0,0
pre-order-david-brinkers-debut-ep,0,0,0,0,0,0,0,0,0
the-oco-dopp-kit-your-last-toiletry-bag,50,3,8,39,0.06,0.16,0.78,0.534676,0
exploitation-and-the-directors-who-make-it,0,0,0,0,0,0,0,0,0
illustrations-for-the-novel-parts-per-million,1,0,0,1,0,0,1,0.3612,0
a-matter-of-time-kickstarter,9,1,2,6,0.11,0.22,0.67,0.439677778,0
dawnstar-elven-blessing,3,0,0,3,0,0,1,0.874666667,0
joe-pine-coffee-co,3,0,0,3,0,0,1,0.692866667,0
public-goods-revolutionizing-household-products,50,4,6,40,0.08,0.12,0.8,0.535338,0
bier-nuts-the-quirky-new-snack-for-all-you-bier-nu,4,0,1,3,0,0.25,0.75,0.608225,0
sandman-doppler-the-worlds-best-alarm-clock,50,5,7,38,0.1,0.14,0.76,0.49245,0
the-world-of-kanji,50,9,12,29,0.18,0.24,0.58,0.259402,0
i-brix-wirelessly-powered-lighting-system-for-lego,39,7,7,25,0.18,0.18,0.64,0.292358974,11
eggy-fun-and-interactive-vinyl-collectibles,50,7,7,36,0.14,0.14,0.72,0.387626,0
stevenson-everett,1,0,0,1,0,0,1,0.9261,0
plugfones-liberate-20,50,18,11,21,0.36,0.22,0.42,0.113164,0
mermaid-hues-a-book-of-mermaids,11,0,5,6,0,0.45,0.55,0.3875,0
gaza-girls-growing-up-in-the-gaza-strip,2,0,1,1,0,0.5,0.5,0.28595,0
when-you-fall-down-the-buster-keaton-story,8,0,0,8,0,0,1,0.834725,0
rolling-empires-the-fantasy-dice-building-game,38,5,8,25,0.13,0.21,0.66,0.414363158,12
drawn-home-catalogue,2,0,1,1,0,0.5,0.5,0.3953,0
levanta-coffeelets-boost-coffee-farmers-incomes-to,11,0,1,10,0,0.09,0.91,0.698,0
help-the-puzzle-league-open-a-dance-studio,5,0,1,4,0,0.2,0.8,0.71242,0
pico-the-worlds-smallest-arduino-board,50,8,15,27,0.16,0.3,0.54,0.238356,0
the-bateman-lectures-on-depression-a-funny-documen,1,0,0,1,0,0,1,0.5994,0
a-single-soul-stucky-fanbook,10,2,1,7,0.2,0.1,0.7,0.54584,0
glamour-vintage-songbird-miss-lous-debut-ep,0,0,0,0,0,0,0,0,0
tulry-the-worlds-first-glamour-utility-necklace,32,2,4,26,0.06,0.12,0.81,0.504578125,0
a-new-fox-on-smithdown-road,3,0,0,3,0,0,1,0.6251,0
monsterkind-book-two,12,0,1,11,0,0.08,0.92,0.776975,0
thumbin-the-strings-a-guitar-cd-by-randy-buckner,2,0,0,2,0,0,1,0.743,0
8mode-multifunction-fidget-spinner,50,8,12,30,0.16,0.24,0.6,0.3236,0
manga-screen-2,30,4,8,18,0.13,0.27,0.6,0.292503333,20
cthulhu-wars-onslaught-3,50,17,11,22,0.34,0.22,0.44,0.126016,0
the-toilet-timer,50,7,13,30,0.14,0.26,0.6,0.287752,0
art-x-nude-x-book,20,6,12,2,0.3,0.6,0.1,-0.089305,0
the-gentleman-and-scholar,1,0,0,1,0,0,1,0.9812,0
nise-wave-wifi-sous-vide-with-adaptive-temperature,50,3,8,39,0.06,0.16,0.78,0.484638,0
embering-day-one-ep,0,0,0,0,0,0,0,0,0
no-forks-given-a-chefs-quest-to-spread-kamayan-in,19,0,6,13,0,0.32,0.68,0.433531579,0
dripkit-coffee-portable-pour-over,48,6,11,31,0.12,0.23,0.65,0.393577083,0
burning-rome,50,2,7,41,0.04,0.14,0.82,0.56671,0
master-of-the-galaxy-a-4x-board-game-of-galactic-e,50,12,13,25,0.24,0.26,0.5,0.157688,0
dead-matter,50,15,8,27,0.3,0.16,0.54,0.216424,0
since-1984-modular-furniture-system,2,0,0,2,0,0,1,0.8795,0
spinbox-a-diy-portable-turntable-kit,0,0,0,0,0,0,0,0,0
ares-the-versatile-backpack-for-work-and-gym-needs,50,5,13,32,0.1,0.26,0.64,0.372072,0
beautiful-1910-emil-busch-glaukar-31-anastigmat-le,50,4,8,38,0.08,0.16,0.76,0.478062,0
savorish-cheese-crisps-premium-baked-cheese-snack,17,4,3,10,0.24,0.18,0.59,0.329570588,0
tdc-taryns-dance-company,0,0,0,0,0,0,0,0,0
cassandra-house-full-length-album,6,0,0,6,0,0,1,0.84365,0
cuddly-potatoes-acrylic-charms-flufflebottoms-and,3,0,1,2,0,0.33,0.67,0.457233333,2
paladin-warriors-of-charlemagne,50,5,8,37,0.1,0.16,0.74,0.400128,0
out-of-the-woods-2,37,8,12,17,0.22,0.32,0.46,0.218810811,13
renegade-2,50,6,7,37,0.12,0.14,0.74,0.424236,0
elwood-pens-orginal-set,1,0,0,1,0,0,1,0.7717,0
deer-woman-an-anthology,16,0,1,15,0,0.06,0.94,0.69298125,0
we-march-coloring-book-by-vivienne-wan,6,0,2,4,0,0.33,0.67,0.441816667,2
grocery-story-a-book-by-jon-steinman,8,0,0,8,0,0,1,0.8461875,0
conscious-communication-cards-tools-for-talking-to,17,0,4,13,0,0.24,0.76,0.519711765,10
dragon-forged-led-dice-vault-and-polyhedrals-by-gr,50,4,21,25,0.08,0.42,0.5,0.267644,0
cling-nano-strips-our-stickiest-most-versatile-gel,50,5,10,35,0.1,0.2,0.7,0.436292,0
uberquest-volume-ii-call-of-the-relic,15,1,2,12,0.07,0.13,0.8,0.499473333,0
cthulhu-tarot-cards-major-arcana,45,1,7,37,0.02,0.16,0.82,0.491726667,0
hex-chests-remastered-artisan-dice-boxes,50,5,12,33,0.1,0.24,0.66,0.31983,0
bad-actors-free-your-wild-side,50,7,17,26,0.14,0.34,0.52,0.286384,0
wedgwood-on-the-green,0,0,0,0,0,0,0,0,0
tish-murtha-youth-unemployment,11,1,0,10,0.09,0,0.91,0.5962,0
orii-your-voice-powered-smart-ring,50,5,12,33,0.1,0.24,0.66,0.374712,0
playing-cards-for-tiny-hands,27,0,8,19,0,0.3,0.7,0.514459259,16
caros-the-powerful-driving-dashboard,9,0,4,5,0,0.44,0.56,0.269522222,0
what-you-dont-know-might-hurt-you-a-broadside-port,0,0,0,0,0,0,0,0,0
auricsound-a7-vacuum-tube-amp-xlr-stereo-hybrid,50,4,2,44,0.08,0.04,0.88,0.613168,0
the-tunnel-0,0,0,0,0,0,0,0,0,0
combsy-debut-solo-record-from-jfjos-chris-combs,2,0,2,0,0,1,0,0,0
nanosound-all-in-one-hifi-audio-board-for-raspberr,50,8,5,37,0.16,0.1,0.74,0.453782,0
death-metal-zombie-cop-issue-1,50,2,10,38,0.04,0.2,0.76,0.57078,0
radio,0,0,0,0,0,0,0,0,0
illuminate-babslab-an-alternative-performance-spac,5,0,0,5,0,0,1,0.73168,2
cortex-zine,0,0,0,0,0,0,0,0,0
tomb-of-horror-vol-2-horror-anthology,7,0,0,7,0,0,1,0.635785714,0
star-scrappers-cave-in,50,2,10,38,0.04,0.2,0.76,0.536152,0
art-nude-photography-book-erotic-nsfw-pinup-models,0,0,0,0,0,0,0,0,0
ancient-dice-50000-year-old-dice,50,4,14,32,0.08,0.28,0.64,0.283112,0
the-talking-bread-issue-3-attack-of-the-atomic-toa,9,0,5,4,0,0.56,0.44,0.268511111,0
zion-issue-1,0,0,0,0,0,0,0,0,0
if-you-look-up-to-the-sky,8,0,0,8,0,0,1,0.8521,4
rachel-cole-holiday-album,1,0,0,1,0,0,1,0.8713,0
the-worlds-first-smart-selfie-stick-with-auto-exte,3,0,0,3,0,0,1,0.343,2
persephone-one-volume-comic-adaptation,50,8,6,36,0.16,0.12,0.72,0.454678,0
coffin-crushers-the-comic,34,1,4,29,0.03,0.12,0.85,0.475764706,16
the-fake-alternative-news-exposed-tyranny-unmasked,0,0,0,0,0,0,0,0,0
shader-portable-shade-and-personal-sun-protection,39,3,11,25,0.08,0.28,0.64,0.389446154,11
color-2,50,5,5,40,0.1,0.1,0.8,0.477758,0
twin-stars-adventure-series-i-a-solo-game-system,44,4,7,33,0.09,0.16,0.75,0.393302273,6
elbike-the-most-beautiful-affordable-electric-bike,39,15,12,12,0.38,0.31,0.31,-0.095748718,11
blooms-prive-the-next-evolution-of-underwear,50,7,9,34,0.14,0.18,0.68,0.4648,0
heroines-of-the-first-age,27,3,6,18,0.11,0.22,0.67,0.262751852,23
escape-the-boardgame-2nd-edition-rebellion-and-rev,50,8,14,28,0.16,0.28,0.56,0.223018,0
spire-rpg,40,9,4,27,0.23,0.1,0.68,0.31711,10
2017-skeleton-sock-monkey-project,5,0,1,4,0,0.2,0.8,0.50746,0
gastromix-food-truck,0,0,0,0,0,0,0,0,0
half-past-two-camp-slushtone-mastering-karate-12-r,1,0,0,1,0,0,1,0.9212,0
junia-issue-two,0,0,0,0,0,0,0,0,0
digital-farm-lab,3,0,0,3,0,0,1,0.803233333,0
twist-your-spirits-cocktail-kits,0,0,0,0,0,0,0,0,0
11th-orchard-bitters-handcrafted-chicago-bitters,1,0,0,1,0,0,1,0.8553,0
inscribed-at-kansas-city-public-library,0,0,0,0,0,0,0,0,0
spinneroo-connected-smart-and-interactive-fidget-s,43,6,6,31,0.14,0.14,0.72,0.408465116,0
help-chloe-levine-fund-her-debut-album-cathexis,2,0,0,2,0,0,1,0.6605,0
art-ala-carte-returns,0,0,0,0,0,0,0,0,0
xas-irkalla,50,8,8,34,0.16,0.16,0.68,0.376348,0
sohrab-and-rustum,0,0,0,0,0,0,0,0,0
crash-annual-2018-the-next-chapter,50,7,12,31,0.14,0.24,0.62,0.309806,0
dlight-kinetic-lighting-transformable-lampshade,50,2,14,34,0.04,0.28,0.68,0.484504,0
cortometraje-sacapiojos,0,0,0,0,0,0,0,0,0
diesel-demolition-derby,50,6,7,37,0.12,0.14,0.74,0.473192,0
cat-pinball-enamel-pins-badge-with-moving-parts,12,1,4,7,0.08,0.33,0.58,0.367475,0
team-woo-hoo-pedal-tavern-for-red-bull-flugtag-nas,3,0,0,3,0,0,1,0.794066667,0
nutritiously-nicola-a-dirty-comedy-about-a-clean-e,4,0,0,4,0,0,1,0.674725,0
argent-the-consortium-2nd-ed,50,10,8,32,0.2,0.16,0.64,0.22668,0
sweet-boy-yaoi-gay-manga-graphic-novel,26,4,4,18,0.15,0.15,0.69,0.450373077,0
love-and-let-go-an-album-for-bereaved-parent,11,0,0,11,0,0,1,0.929809091,0
a-time-like-this-a-hip-hop-lament-for-america-0,11,0,2,9,0,0.18,0.82,0.554018182,1
abandoned-by-choice-a-cabaret-about-love,0,0,0,0,0,0,0,0,0
donut-dog-enamel-pins,1,0,0,1,0,0,1,0.6588,0
bringing-australian-wildflowers-to-the-world,50,5,10,35,0.1,0.2,0.7,0.409656,0
rest-recharge-and-repeat-on-the-most-ergonomic-pil,50,18,8,24,0.36,0.16,0.48,0.131538,0
gasoline-lollipops-soul-mine,2,0,0,2,0,0,1,0.73305,0
2016-17-creighton-bluejays-sports-yearbook,1,0,0,1,0,0,1,0.4576,0
through-the-cognitive-rift-graphic-novel,0,0,0,0,0,0,0,0,0
classic-hot-rod-tuauto,4,0,1,3,0,0.25,0.75,0.511725,0
goddess-blessings-oracle-deck,19,0,2,17,0,0.11,0.89,0.735294737,16
the-complete-ios-11-development-course-swift-4-and,4,0,1,3,0,0.25,0.75,0.452275,0
elle-short-film-post-production,1,0,0,1,0,0,1,0.3869,0
murder-most-mundane-original-graphic-novel,21,2,4,15,0.1,0.19,0.71,0.415171429,0
mr-dashs-inspiration-get-inspired-and-motivated,4,0,0,4,0,0,1,0.577925,0
the-human-beings-issue-three,1,0,1,0,0,1,0,0,0
boo-oom-album-and-animated-music-video-project,3,1,0,2,0.33,0,0.67,0.461266667,0
the-writing-in-the-stone,45,2,4,39,0.04,0.09,0.87,0.560595556,0
dream-concept-studio-zombie-lab-1-18-hacks-figure,50,13,7,30,0.26,0.14,0.6,0.216032,0
occultation-iii,9,1,1,7,0.11,0.11,0.78,0.480455556,0
20-new-urbn-love-cities-at-kickstarter-gold,29,3,8,18,0.1,0.28,0.62,0.297103448,0
macblair-at-the-edinburgh-festival,1,0,0,1,0,0,1,0.9419,0
stories-while-they-waited-2,1,0,0,1,0,0,1,0.5707,0
sovereigns-dread-vol2-dark-fantasy-graphic-novel,28,4,3,21,0.14,0.11,0.75,0.569596429,0
butterfly-keys-butterfly-knife-style-house-keys-ed,50,9,13,28,0.18,0.26,0.56,0.293158,0
shobi-shower-bottle-inverter,0,0,0,0,0,0,0,0,0
three-movies-a-meta-short-film,1,0,0,1,0,0,1,0.8268,0
gemini-magnetic-speakers-stick-and-play-360-sound,50,15,11,24,0.3,0.22,0.48,0.114272,0
thought-bubbles-the-card-game,3,0,0,3,0,0,1,0.708033333,0
inside-pussy-riot,44,3,11,30,0.07,0.25,0.68,0.431238636,0
a-performance-rock-climbing-pant-with-a-modern-aes,50,4,4,42,0.08,0.08,0.84,0.522752,0
cozy-log-cabin-sauna-sweet-sweat-lodge-by-treeverb,0,0,0,0,0,0,0,0,0
sick-of-toxic-perfumes-go-back-to-nature-with-eart,3,0,0,3,0,0,1,0.943833333,0
muertos-animals-edition-playing-cards,22,1,4,17,0.05,0.18,0.77,0.496695455,14
disabled-people-destroy-science-fiction-uncanny-ma,33,3,7,23,0.09,0.21,0.7,0.402912121,17
jennifer-chung-is-recording-her-mini-album-after-a,21,0,3,18,0,0.14,0.86,0.74222381,0
time-in-toolkit,30,3,5,22,0.1,0.17,0.73,0.449273333,0
eggo-resin-toy,0,0,0,0,0,0,0,0,0
in-pieces,0,0,0,0,0,0,0,0,0
reissue-of-humanscale,50,9,6,35,0.18,0.12,0.7,0.330636,0
the-velveteen-band-2nd-album-whats-on-the-other-si,4,0,0,4,0,0,1,0.6917,0
sprite-pin,2,0,1,1,0,0.5,0.5,0.36725,0
sophie-and-howl-pin,1,0,0,1,0,0,1,0.5411,0
harry-potter-cosplay-cats-enamel-pin-set,0,0,0,0,0,0,0,0,0
requiem-the-worlds-premier-nerd-cafe,9,0,2,7,0,0.22,0.78,0.526722222,0
kolsol-k100-the-first-laser-meter-with-infrared-cr,38,9,1,28,0.24,0.03,0.74,0.348336842,12
los-futbolistas,1,0,1,0,0,1,0,0,0
tournesol-geneva-b-art-book,6,0,0,6,0,0,1,0.7166,1
steer-you-will-never-fall-asleep-while-driving,50,9,14,27,0.18,0.28,0.54,0.201782,0
little-frosty-frost-dragon-hard-enamel-pin,7,0,0,7,0,0,1,0.9065,0
beautiful-hand-embroidered-vegan-shoes-for-women,24,0,2,22,0,0.08,0.92,0.711566667,0
halloween-baptizm-a-unique-guitar-quartet,0,0,0,0,0,0,0,0,0
boss-fight-books-season-4-creator-access-edition,50,21,25,4,0.42,0.5,0.08,-0.236582,0
the-unconditional-a-documentary-film,7,0,0,7,0,0,1,0.552814286,0
algobrix-the-ultimate-coding-learning-game,50,4,8,38,0.08,0.16,0.76,0.501512,0
swidgettm-outlet-the-smart-home-device-for-all-pla,50,6,11,33,0.12,0.22,0.66,0.40072,0
hex-gambit-fast-and-fluid-turn-based-strategy,40,3,5,32,0.07,0.12,0.8,0.5933575,0
visitor-in-blackwood-grove,40,3,19,18,0.07,0.47,0.45,0.204035,10
the-spiel-press-roll-and-write-gamebooks-book-1-an,50,10,10,30,0.2,0.2,0.6,0.2942,0
salty-turtle-beer-company-surf-city-north-carolina,7,0,1,6,0,0.14,0.86,0.540757143,4
wrapping-wrevolution-sustainable-gift-wrap,0,0,0,0,0,0,0,0,0
raw-material-v1-by-eliza-ivanova,38,2,5,31,0.05,0.13,0.82,0.535352632,7
chocolateconstruction-build-a-3d-edible-chocolate,27,2,6,19,0.07,0.22,0.7,0.395637037,23
sakana-volume-2-kickstarter,13,1,5,7,0.08,0.38,0.54,0.289684615,0
ninjitsu-the-ninja-card-game-for-all-ages,50,5,11,34,0.1,0.22,0.68,0.387042,0
a-song-of-ice-and-fire-tabletop-miniatures-game,50,10,14,26,0.2,0.28,0.52,0.19955,0
the-school-of-doing-lessons-from-gerald-freedman,2,0,0,2,0,0,1,0.70315,0
barretts-cookies-and-biscuits,3,0,1,2,0,0.33,0.67,0.4973,1
catacombs-conquest,50,7,19,24,0.14,0.38,0.48,0.184228,0
legacy-life-among-the-ruins-2nd-edition,33,3,5,25,0.09,0.15,0.76,0.348651515,17
the-outer-circle,0,0,0,0,0,0,0,0,0
maglock-sunglasses-are-gravity-defying-shades-you,50,5,5,40,0.1,0.1,0.8,0.586924,0
memobottle-h20,50,4,12,34,0.08,0.24,0.68,0.432094,0
kodiak-leather-classic-weekender-duffel,41,4,7,30,0.1,0.17,0.73,0.412165854,9
charltoons-and-comicburger-deluxe-the-best-of-char,9,0,4,5,0,0.44,0.56,0.342977778,0
amazing-womens-edition,0,0,0,0,0,0,0,0,0
help-us-make-skye-petersons-first-album,9,0,1,8,0,0.11,0.89,0.594522222,0
you-are-more-beautiful-than-you-know,1,0,0,1,0,0,1,0.7836,1
skey-key-shaped-titanium-multi-tool-now-in-black,50,19,6,25,0.38,0.12,0.5,0.084578,0
the-importance-of-being-frank-ed-fringe-show,0,0,0,0,0,0,0,0,0
the-well-worship-debut-album-fundraiser,1,0,0,1,0,0,1,0.7835,0
drum-a-short-film,0,0,0,0,0,0,0,0,0
fidget-spinner-0,50,8,13,29,0.16,0.26,0.58,0.225058,0
ground-control-aircraft-redbull-flugtag,0,0,0,0,0,0,0,0,0
this-book-is-too-small,6,0,3,3,0,0.5,0.5,0.427783333,0
corsair-a-new-madius-horror-comic,9,1,0,8,0.11,0,0.89,0.580833333,0
re-legend-co-op-monster-raising-rpg,50,7,21,22,0.14,0.42,0.44,0.20774,0
glow-in-the-dark-daydreamer-enamel-pin,4,0,0,4,0,0,1,0.822725,0
tug-the-electric-ballwinder,9,0,1,8,0,0.11,0.89,0.422777778,0
macbeth-a-contemporary-dance-performance,1,0,0,1,0,0,1,0.807,0
the-girl-who-kept-night-in-her-closet,4,0,1,3,0,0.25,0.75,0.640125,0
